microsample	section	type	batch	cryosection	buffer	Xcoord	Ycoord	size	collection_method	collection	collection_attempts	cycles	animal	protocol	fastp_total_before_filtering.total_reads	fastp_total_after_filtering.total_reads	fastp_total_low_quality_reads	fastp_total_adapter_trimmed_reads	fastp_total_total_polyx_trimmed_reads	fastp_total_polyx_trimmed_reads.A	fastp_total_polyx_trimmed_reads.T	fastp_total_polyx_trimmed_reads.C	fastp_total_polyx_trimmed_reads.G	fastp_total_before_filtering.total_bases	fastp_total_after_filtering.total_bases	fastp_total_adapter_trimmed_bases	fastp_total_total_polyx_trimmed_bases	fastp_total_polyx_trimmed_bases.A	fastp_total_polyx_trimmed_bases.T	fastp_total_polyx_trimmed_bases.C	fastp_total_polyx_trimmed_bases.G	fastp_avg_before_filtering.gc_content	fastp_avg_after_filtering.gc_content	fastp_avg_duplication.rate	raw_sequences_chicken	raw_sequences_human	raw_sequences_pig	reads_mapped_chicken	reads_mapped_human	reads_mapped_pig	reads_unmapped_chicken	reads_unmapped_human	reads_unmapped_pig	raw_sequences_bacteria	reads_mapped_bacteria	reads_unmapped_bacteria	mapbac_counts_unfilt	mapbac_counts_filt	genome_count_filtering30
M300064	Caecum	NegativeCollection	MSEB0001	A001aI122Z	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v32	10482524	9968212	101494	3079448	57688	30210	21467	2938	3073	1572378600	1407609018	116974953	934293	594015	256015	37245	47018	0.461727	0.452392	0.103139	9968212	1882200	1881284	8040754	666	206	1927458	1881534	1881078	1880980	739023	1141957	739023	272535	retained
M300065	Caecum	NegativeCollection	MSEB0001	A001aI122Z	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	15	NA	BEST_v32	36941036	723818	333138	33224354	124503	107102	11636	218	5547	5541155400	103223812	2371606972	1755306	1528796	115354	4107	107049	0.734701	0.432183	0.903333	723818	255808	243068	465457	12697	917	258361	243111	242151	242114	75921	166193	75921	0	excluded
M300066	Caecum	Positive	MSEB0001	A001aI122B	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	9	NA	BEST_v32	11471560	10735008	193498	2775739	67650	41432	20400	2521	3297	1720734000	1534144697	112814143	1473098	1113308	236911	35987	86892	0.459742	0.448441	0.115997	10735008	6064096	6063606	4621490	344	198	6113518	6063752	6063408	6063274	2319778	3743496	2319778	1559803	retained
M300067	Caecum	Positive	MSEB0001	A001aI122B	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	12	NA	BEST_v32	792264	704936	54976	117431	11362	9081	1482	215	584	118839600	103069916	4208528	419168	374845	17236	2908	24179	0.455823	0.443191	0.00966597	704936	460864	460838	240376	16	40	464560	460848	460798	460762	174551	286211	174551	17956	retained
M300068	Caecum	Positive	MSEB0001	A001aI122B	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	12	NA	BEST_v32	18429346	16389174	1119420	2767116	205056	149103	31187	10713	14053	2764401900	2396173056	102529780	6288813	5135473	371815	193334	588191	0.472276	0.455626	0.151208	16389174	12608128	12607430	3732592	437	1313	12656582	12607691	12606117	12604854	4793790	7811064	4793790	3736326	retained
M300069	Caecum	Positive	MSEB0001	A001aI122C	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	15	NA	BEST_v32	15094664	13294060	1191218	2274057	300246	250913	29034	8383	11916	2264199600	1936661930	76325089	12713004	11586888	361006	145772	619338	0.465817	0.454492	0.278556	13294060	8201296	8200186	5014233	759	1329	8279827	8200537	8198857	8197684	3236075	4961609	3236075	2184495	retained
M300070	Caecum	Positive	MSEB0001	A001aI122C	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	10	NA	BEST_v32	17340138	17016654	151380	1928729	71937	37691	27456	3672	3118	2601020700	2503394525	60314714	1094554	686613	317888	44757	45296	0.473429	0.471165	0.124645	17016654	8973986	8973112	7989743	628	1233	9026911	8973358	8971879	8971660	3799365	5172295	3799365	2847329	retained
M300071	Caecum	Positive	MSEB0001	A001aI122C	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v32	13884648	13528926	119046	2377966	54458	28383	19088	3812	3175	2082697200	1964342249	81464046	886366	576082	220253	46827	43204	0.48556	0.482426	0.117436	13528926	6743270	6742414	6723720	627	307	6805206	6742643	6742107	6741988	3033852	3708136	3033852	2179311	retained
M300072	Caecum	Positive	MSEB0001	A001aI122C	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v32	13709166	13151110	104954	3945118	81352	42006	31004	4378	3964	2056374900	1861126393	143995658	1339105	857585	373131	55742	52647	0.453757	0.445916	0.116674	13151110	1384066	1382720	11701931	1029	360	1449179	1383037	1382360	1382218	533408	848810	533408	188267	retained
M300073	Caecum	Positive	MSEB0001	A001aI123A	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	NA	BEST_v10	10769596	9586992	841754	1594716	199386	165788	19978	6204	7416	1615439400	1397239277	51519523	7968341	7264763	239813	108426	355339	0.454538	0.444626	0.17913	9586992	7031960	7031502	2526896	288	833	7060096	7031672	7030669	7029862	2753625	4276237	2753625	1854509	retained
M300074	Caecum	Positive	MSEB0001	A001aI123A	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	NA	BEST_v10	14218618	13470656	478952	2428282	145633	103599	32974	4368	4692	2132792700	1956030416	76532123	4209965	3607176	389598	69865	143326	0.43613	0.4298	0.208601	13470656	6665126	6664498	6749833	465	258	6720823	6664661	6664240	6664022	2522930	4141092	2522930	1574275	retained
M300075	Caecum	Positive	MSEB0001	A001aI123A	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	13	NA	BEST_v10	11100396	10730734	201374	1912828	88576	57401	26749	2135	2291	1665059400	1558176954	60548481	2087502	1690919	314033	27648	54902	0.431764	0.426953	0.155329	10730734	3974460	3973870	6653157	406	159	4077577	3974054	3973711	3973610	1499998	2473612	1499998	840430	retained
M300076	Caecum	NegativeCollection	MSEB0001	A001aI123Z	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	22	NA	BEST_v10	19372226	17383208	417386	4078242	188288	126473	53445	3252	5118	2905833900	2535633270	174802625	4945009	4138777	644940	37385	123907	0.441871	0.413834	0.658168	17383208	276354	262404	17004282	13474	1490	378926	262880	260914	260734	3939	256795	3939	0	excluded
M300077	Caecum	Positive	MSEB0001	A001aI123A	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	22	NA	BEST_v10	19553940	19127796	267516	2752010	101962	65418	28704	4117	3723	2933091000	2800966154	74520902	2448933	1989728	331181	50345	77679	0.469659	0.466577	0.680662	19127796	8768744	8767800	10291301	632	242	8836495	8768112	8767558	8767362	3629575	5137787	3629575	0	excluded
M300078	Caecum	Positive	MSEB0001	A001aI123A	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v10	10173432	9886310	79770	2069787	50313	25328	20365	2526	2094	1526014800	1426636100	70925296	742089	443342	238669	31281	28797	0.456077	0.451148	0.112918	9886310	3605072	3604308	6244108	584	161	3642202	3604488	3604147	3604058	1632729	1971329	1632729	1007948	retained
M300079	Caecum	Positive	MSEB0001	A001aI123B	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v10	6883978	6657242	50456	1993322	23521	11608	8919	1638	1356	1032596700	942055199	69303449	351253	212924	100800	20063	17466	0.492749	0.488822	0.0914524	6657242	4636654	4636460	2007039	144	51	4650203	4636510	4636409	4636386	1997306	2639080	1997306	1264508	retained
M300080	Caecum	NegativeCollection	MSEB0001	A001aI123Z	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	16	NA	BEST_v10	30627072	1571396	138766	28363792	48902	36602	8627	532	3141	4594060800	222435512	2015812591	669866	518303	88056	6485	57022	0.727995	0.483169	0.873902	1571396	783750	783088	784477	622	5925	786919	783128	777163	776704	285165	491539	285165	42954	retained
M300081	Caecum	NegativeCollection	MSEB0001	A001aI123Z	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	22	NA	BEST_v10	33358116	128798	825630	25830407	339135	301964	20640	54	16477	5003717400	18126751	1835941912	4683278	4166102	194282	729	322165	0.737917	0.425937	0.867035	128798	68034	62560	59697	5399	4513	69101	62635	58047	57942	14777	43165	14777	0	excluded
M300082	Caecum	Positive	MSEB0001	A001aI123B	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	16	NA	BEST_v10	15281704	14628660	341386	2849701	113129	74129	31940	3127	3933	2292255600	2116941110	93802053	2733203	2207289	366671	45610	113633	0.437285	0.430845	0.314392	14628660	9000166	8999696	5552832	339	230	9075828	8999827	8999466	8999278	3282067	5717211	3282067	1913591	retained
M300083	Caecum	NegativeCollection	MSEB0001	A001aI123Z	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	21	NA	BEST_v10	14032604	13526802	239252	2243644	85796	54060	25739	3179	2818	2104890600	1972085778	71564735	1986795	1590795	285985	43614	66401	0.453784	0.447743	0.653126	13526802	9599268	9597256	3907809	1956	224	9618993	9597312	9597032	9596944	3903665	5693279	3903665	0	excluded
M300084	Caecum	Positive	MSEB0001	A001aI123B	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	NA	BEST_v10	15561424	14853128	318938	3434605	107338	70956	29035	3678	3669	2334213600	2132436512	119568166	2720787	2242754	325607	55952	96474	0.452836	0.44661	0.192451	14853128	9828310	9827786	4855710	380	245	9997418	9827930	9827541	9827350	3366295	6461055	3366295	2195527	retained
M300085	Caecum	NegativeCollection	MSEB0001	A001aI123Z	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	28	NA	BEST_v10	28764486	8125310	17166612	11787385	812059	655250	10047	153	146609	4314672900	1164859928	402940679	9908944	7363731	98261	2417	2444535	0.719403	0.512654	0.312659	8125310	7305104	6899150	819822	404799	3	7305488	6900305	6899147	6899144	2015412	4883732	2015412	0	excluded
M300086	Caecum	NegativeCollection	MSEB0001	A001aI123Z	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	15	NA	BEST_v10	20721666	11940804	145954	10907508	71754	41593	24523	2512	3126	3108249900	1718447732	674060398	1137790	770782	286753	30165	50090	0.574693	0.454881	0.524801	11940804	4554908	4497436	7354294	57071	6753	4586510	4497837	4490683	4490020	1798646	2691374	1798646	970082	retained
M300087	Caecum	Positive	MSEB0001	A001aI123C	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v10	9400702	9110906	74810	2369765	39126	19402	14870	2771	2083	1410105300	1302288217	79654185	585474	353163	169952	35552	26807	0.473227	0.468295	0.100585	9110906	4956378	4955880	4126315	378	108	4984591	4956000	4955772	4955718	2263795	2691923	2263795	1549736	retained
M300088	Caecum	Positive	MSEB0001	A001aI123C	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	8	NA	BEST_v10	14862878	14326296	105362	3951369	39833	20689	13471	3342	2331	2229431700	2038396583	141705316	671244	464623	133238	41350	32033	0.500891	0.497828	0.117296	14326296	13892016	13891866	431019	112	121	13895277	13891904	13891745	13891702	6292157	7599545	6292157	5093255	retained
M300089	Caecum	Positive	MSEB0001	A001aI123C	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	16	NA	BEST_v10	12518040	11247276	457602	3706772	116977	85994	21385	4556	5042	1877706000	1589721911	150196626	3783277	3292294	245499	79005	166479	0.464554	0.452526	0.271493	11247276	8145058	8144776	3069812	194	308	8177464	8144864	8144468	8144194	3120542	5023652	3120542	1883736	retained
M300090	Caecum	NegativeCollection	MSEB0001	A001aI123Z	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	25	NA	BEST_v10	16649960	15875584	442304	3049378	163714	114448	44485	835	3946	2497494000	2304780817	92316308	4281555	3638256	490339	10930	142030	0.431752	0.424064	0.699736	15875584	5724932	5720894	10087252	3988	2166	5788332	5720944	5718728	5718612	2049259	3669353	2049259	0	excluded
M300091	Caecum	Positive	MSEB0001	A001aI123C	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	15	NA	BEST_v10	18180152	17671124	253128	3292340	104160	62114	35123	3515	3408	2727022800	2561466605	104055388	1989187	1474476	395496	47327	71888	0.44532	0.440886	0.233475	17671124	10806372	10805680	6727540	507	212	10943584	10805865	10805468	10805316	3998807	6806509	3998807	2824826	retained
M300092	Caecum	Positive	MSEB0001	A001aI124A	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	18	NA	BEST_v10	14112668	13469410	374960	2626604	137383	90161	39508	3129	4585	2116900200	1950594317	83224577	3284806	2636678	480897	43398	123833	0.426899	0.420176	0.483686	13469410	1699052	1697718	11693415	1026	249	1775995	1698026	1697469	1697364	599595	1097769	599595	0	excluded
M300093	Caecum	Positive	MSEB0001	A001aI124A	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	NA	BEST_v10	18031322	17634730	137554	3580521	94893	51567	37230	3255	2841	2704698300	2546459235	115566068	1520005	1004760	428608	41543	45094	0.444526	0.44027	0.21531	17634730	8791502	8790728	8710103	573	209	8924627	8790929	8790519	8790396	3282470	5507926	3282470	2268405	retained
M300094	Caecum	Positive	MSEB0001	A001aI124A	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v10	9939906	9493980	79104	2918898	27244	13153	9783	2333	1975	1490985900	1341385013	108996629	392114	235651	101666	28586	26211	0.501999	0.496377	0.0976379	9493980	8561698	8561476	926263	180	33	8567717	8561518	8561443	8561428	3841689	4719739	3841689	2873078	retained
M300095	Caecum	NegativeCollection	MSEB0001	A001aI124Z	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	13	NA	BEST_v10	18460162	16861760	129552	4793783	43954	24338	13990	3310	2316	2769024300	2434952070	196547884	724302	511212	142154	39949	30987	0.520629	0.502608	0.235303	16861760	15948206	15946722	909636	1440	2462	15952124	15946766	15944260	15943926	7185360	8758566	7185360	5813668	retained
M300096	Caecum	Positive	MSEB0001	A001aI124B	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	8	NA	BEST_v10	8604534	8371020	55258	2515500	25525	11619	8718	2860	2328	1290680100	1186735061	81718011	392917	227053	100588	36297	28979	0.511362	0.509457	0.118075	8371020	5014102	5013616	3340390	398	142	5030630	5013704	5013474	5013432	2278345	2735087	2278345	1519158	retained
M300097	Caecum	Positive	MSEB0001	A001aI124B	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	9	NA	BEST_v24	11254704	10481786	212118	2936819	67423	44637	17124	2483	3179	1688205600	1493350369	117730311	1831424	1508149	191384	37426	94465	0.466451	0.458362	0.108265	10481786	7774174	7773500	2688346	553	180	7793440	7773621	7773320	7773152	3100628	4672524	3100628	2189266	retained
M300098	Caecum	Positive	MSEB0001	A001aI124B	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	11	NA	BEST_v24	11498414	10696746	309168	2234357	81884	48805	24382	3094	5603	1724762100	1545920292	89608319	1739809	1226941	292756	46455	173657	0.450321	0.440165	0.110722	10696746	4590086	4589338	6054620	536	243	4642126	4589550	4589095	4588892	1803684	2785208	1803684	1097310	retained
M300099	Caecum	NegativeCollection	MSEB0001	A001aI124Z	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	22	NA	BEST_v24	14424788	10533418	1106282	3518116	219410	161957	36897	5956	14600	2163718200	1540239361	190641576	6566772	5399026	459048	118974	589724	0.494522	0.430848	0.628029	10533418	3295060	3291528	7169917	3315	1608	3363501	3291745	3289920	3289376	1285611	2003765	1285611	0	excluded
M300100	Caecum	Positive	MSEB0001	A001aI124B	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	NA	BEST_v24	13185376	11316724	1190366	2732071	206968	160958	20119	11520	14371	1977806400	1625154433	100618522	7209135	6133305	246854	217735	611241	0.48538	0.470698	0.188993	11316724	9473628	9473076	1783588	332	1319	9533136	9473296	9471757	9470454	3506799	5963655	3506799	2355356	retained
M300101	Caecum	Positive	MSEB0001	A001aI124C	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	18	NA	BEST_v24	15088484	13732342	939706	2373388	237678	187333	34437	6746	9162	2263272600	1997261493	76404144	8623842	7702651	429630	111571	379990	0.449124	0.440768	0.566763	13732342	4941880	4940768	8705286	825	472	5027056	4941055	4940296	4939958	2016669	2923289	2016669	94128	retained
M300102	Caecum	Positive	MSEB0001	A001aI124C	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v24	10421610	10074852	79286	2104036	39886	19838	15409	2538	2101	1563241500	1452748727	77712547	558850	325576	175635	30675	26964	0.478514	0.473773	0.102251	10074852	5871640	5871092	4178789	421	126	5896063	5871219	5870966	5870906	2705375	3165531	2705375	1909146	retained
M300103	Caecum	NegativeCollection	MSEB0001	A001aI124Z	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	17	NA	BEST_v24	19790990	5988402	112034	14470581	44314	30964	9756	1143	2451	2968648500	857227048	980490028	653824	493080	109660	12759	38325	0.661781	0.482891	0.772516	5988402	3689992	3680436	2288180	9383	20665	3700222	3680609	3659771	3657780	1620974	2036806	1620974	697064	retained
M300104	Caecum	Positive	MSEB0001	A001aI124C	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	17	NA	BEST_v24	6351196	5684254	45704	2903845	22329	11008	7289	1811	2221	952679400	772844487	124963823	360955	226189	85948	20574	28244	0.496636	0.484403	0.0849793	5684254	1743432	1742490	3921992	773	315	1762262	1742659	1742175	1742092	744500	997592	744500	272227	retained
M300105	Caecum	Positive	MSEB0001	A001aI124C	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v24	8943068	8577526	168656	1513118	46696	28814	13147	2163	2572	1341460200	1246260838	52574610	1039488	786202	146920	32216	74150	0.465014	0.46012	0.110734	8577526	6724824	6724588	1840188	153	163	6737338	6724671	6724425	6724268	2712535	4011733	2712535	1881119	retained
M300106	Caecum	NegativeCollection	MSEB0001	A001aI125Z	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	19	NA	BEST_v24	28020670	1599246	360696	24213580	142465	127464	7771	441	6789	4203100500	228325954	1716619259	2076094	1856368	75071	6993	137662	0.723972	0.460144	0.880902	1599246	1414262	1413186	184083	1065	859	1415163	1413197	1412327	1412256	584746	827510	584746	0	excluded
M300107	Caecum	Positive	MSEB0001	A001aI125A	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	15	NA	BEST_v24	13959186	12228344	1125674	2447517	239817	185336	31699	9465	13317	2093877900	1769301809	88613973	8427643	7267710	398115	181878	579940	0.45888	0.445204	0.217775	12228344	5587272	5586548	6526764	474	854	5701580	5586798	5585694	5584882	2033631	3551251	2033631	1151319	retained
M300108	Caecum	NegativeCollection	MSEB0001	A001aI125Z	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	22	NA	BEST_v24	23044288	11133044	1218196	10457838	281322	217558	42522	5816	15426	3456643200	1626898858	683214871	8324061	7073915	515830	111769	622547	0.576176	0.427558	0.729518	11133044	3099912	3093650	7956217	5757	3472	3176827	3094155	3090178	3089626	1081942	2007684	1081942	0	excluded
M300109	Caecum	Positive	MSEB0001	A001aI125A	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	15	NA	BEST_v24	16942696	15445478	1028722	2619092	184141	138891	20611	13692	10947	2541404400	2246811274	85264405	6067466	5148675	231159	254445	433187	0.488635	0.480384	0.288504	15445478	14842472	14842174	591763	159	983	14853715	14842313	14841191	14840210	5537357	9302853	5537357	4007937	retained
M300110	Caecum	Positive	MSEB0001	A001aI126A	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	NA	BEST_v24	19854328	18265730	155552	3358627	101591	53012	41900	3045	3634	2978149200	2683040904	155692100	1463130	882834	496242	33663	50391	0.460963	0.439507	0.334852	18265730	5401864	5375728	12792469	25670	12325	5473261	5376194	5363403	5362014	1988906	3373108	1988906	1228085	retained
M300111	Caecum	Positive	MSEB0001	A001aI126B	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v24	13278156	12694994	90084	3489181	40772	20192	14525	3349	2706	1991723400	1803638761	136408801	609254	376545	159259	40631	32819	0.497852	0.49254	0.102679	12694994	9383764	9383384	3276738	270	97	9418256	9383494	9383287	9383242	4192006	5191236	4192006	3217030	retained
M300112	Caecum	Positive	MSEB0001	A001aI126C	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	17	NA	BEST_v24	18615480	1398066	108884	16583687	37533	28337	6225	391	2580	2792322000	201551579	1175319831	498841	387341	62378	5197	43925	0.730489	0.511494	0.782169	1398066	937248	936522	458793	707	3804	939273	936541	932718	932418	393134	539284	393134	104147	retained
M300113	Caecum	NegativeCollection	MSEB0001	A001aI126Z	B01	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	NA	BEST_v24	17157322	15914370	381714	3343441	132066	84904	38174	3013	5975	2573598300	2307998582	132796400	3094416	2405255	459243	40160	189758	0.443638	0.429376	0.274673	15914370	5754576	5752090	10099470	2158	410	5814900	5752418	5751680	5751398	2169356	3582042	2169356	1223531	retained
M300114	Caecum	Positive	MSEB0001	A001aI127A	B02	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	11	NA	BEST_v24	15782872	14506492	412812	3993136	115749	81205	24979	3988	5577	2367430800	2068398442	165721795	3388527	2856207	284574	59742	188004	0.466686	0.45625	0.113165	14506492	9993064	9992514	4469535	377	426	10036957	9992687	9992088	9991712	3970209	6021503	3970209	2903985	retained
M300115	Caecum	Positive	MSEB0001	A001aI127B	B03	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	19	NA	BEST_v24	16631122	14289674	1410130	2765663	308775	242723	39607	10615	15830	2494668300	2078115345	102257357	11149416	9742231	497016	194515	715654	0.460178	0.44172	0.513616	14289674	5827970	5826750	8368481	899	1190	5921193	5827071	5825560	5824668	2385817	3438851	2385817	405271	retained
M300116	Caecum	Positive	MSEB0001	A001aI127C	B04	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	14	NA	BEST_v24	16349930	14136178	1533062	2446275	294988	230682	34666	11584	18056	2452489500	2056597740	82212224	10359729	8905663	436873	207117	810076	0.461606	0.447074	0.160716	14136178	8074150	8073160	5937677	621	1392	8198501	8073529	8071768	8070418	2863690	5206728	2863690	1933526	retained
M300117	Caecum	NegativeCollection	MSEB0001	A001aI127Z	B09	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	23	NA	BEST_v24	18068494	16702318	881298	3237489	145260	107523	14533	12308	10896	2710274100	2419204912	105828681	4374695	3599597	157290	220665	397143	0.497257	0.489458	0.639043	16702318	16686276	16677430	15461	8517	2920	16686857	16677759	16674510	16673718	6587279	10086439	6587279	0	excluded
M300118	Caecum	Positive	MSEB0001	A001aI128A	B11	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	11	NA	BEST_v24	16848310	16493224	138360	2339549	67778	34625	27175	3146	2832	2527246500	2412903724	76034877	946156	563214	306383	36404	40155	0.468668	0.465646	0.122636	16493224	9845598	9843350	6608351	2059	843	9884873	9843539	9842507	9842384	4220296	5622088	4220296	3180125	retained
M300119	Caecum	Positive	MSEB0001	A001aI128A	B12	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	7	NA	BEST_v24	11590434	11280340	92894	2333577	42505	21019	15963	2871	2652	1738565100	1626852146	80607145	614459	362574	183312	33873	34700	0.486876	0.483512	0.0970059	11280340	6141662	6141164	5083124	359	162	6197216	6141303	6141002	6140914	2699222	3441692	2699222	1849327	retained
M300120	Caecum	Positive	MSEB0001	A001aI128B	B13	NA	NA	NA	Lid8_Thermo_AB0866	NA	NA	9	NA	BEST_v24	10016502	9583036	79290	2762480	33028	15667	11134	3477	2750	1502475300	1360796945	102067777	525798	319710	128099	42865	35124	0.503676	0.499753	0.112344	9583036	6326716	6325962	3230349	618	221	6352687	6326098	6325741	6325664	2789597	3536067	2789597	1937586	retained
